content_velocity,user_reports_24h,prior_violations,model_confidence,account_age_days,engagement_spike_ratio,cross_border_content,content_type,region_risk_band,appeal_history,escalation_required
39.86,1,1,0.65,1632.4,1.317,no,multimodal,high,some,0
6.55,0,0,0.364,336.8,2.052,no,image,medium,some,0
82.87,2,1,0.785,1082.4,1.441,yes,video,medium,frequent,1
71.77,3,2,0.372,60.6,1.739,no,text,medium,none,1
42.34,1,2,0.633,648.8,1.604,no,text,medium,none,0
57.49,5,2,0.857,156.2,1.86,no,text,medium,none,1
54.86,3,0,0.595,401.9,0.907,no,text,medium,none,0
34.31,3,0,0.535,2116.4,1.449,no,video,low,some,0
26.56,0,2,0.808,997.0,1.28,no,text,medium,none,0
24.23,2,1,0.64,160.0,1.677,no,video,medium,none,0
84.91,2,2,0.615,213.3,1.478,yes,multimodal,high,none,1
15.57,3,2,0.884,1156.3,1.043,yes,multimodal,medium,none,1
15.84,8,1,0.493,1130.8,1.181,yes,text,low,none,1
61.01,10,2,0.606,1171.9,2.174,no,text,low,none,1
57.1,6,0,0.819,646.5,0.503,no,image,low,none,0
25.35,6,2,0.483,993.9,1.705,no,text,medium,none,0
45.63,4,1,0.964,417.3,1.971,no,image,high,none,1
49.96,2,2,0.645,402.6,1.639,yes,video,medium,none,0
9.25,4,1,0.82,620.3,2.336,no,video,medium,none,0
74.91,4,1,0.82,281.5,1.819,yes,text,medium,frequent,1
49.95,2,1,0.656,243.2,1.542,no,text,medium,none,0
42.91,3,1,0.603,810.5,1.117,no,multimodal,high,some,1
50.22,1,1,0.673,861.6,1.551,yes,multimodal,low,some,0
39.26,3,1,0.794,248.5,1.691,no,video,low,some,0
28.97,4,1,0.522,338.5,1.352,no,video,low,none,0
34.53,1,1,0.487,731.0,0.979,no,video,low,none,0
8.42,4,2,0.917,687.6,0.748,yes,text,medium,some,1
107.55,2,2,0.562,647.1,1.443,no,multimodal,low,none,1
28.59,1,2,0.737,259.5,0.61,yes,text,medium,some,1
106.34,4,0,0.648,2304.2,1.114,no,video,low,none,0
34.97,3,0,0.655,374.1,0.2,no,text,low,frequent,0
19.0,1,2,0.909,752.6,1.767,yes,video,low,frequent,1
73.46,4,3,0.666,196.9,1.927,no,multimodal,high,some,1
41.67,3,0,0.623,517.0,1.389,yes,multimodal,medium,frequent,1
133.21,4,1,0.637,243.4,2.266,no,image,medium,none,1
18.59,2,0,0.599,361.9,2.024,no,video,medium,none,0
75.54,3,0,0.573,655.9,1.59,no,video,low,some,0
78.24,2,2,0.6,1294.4,1.293,yes,video,medium,some,0
52.9,1,1,0.946,331.5,1.175,no,image,low,none,0
78.68,5,1,0.794,632.8,1.631,no,image,low,none,1
29.1,3,0,0.625,745.6,1.279,no,video,medium,some,0
15.5,5,0,0.837,889.2,1.624,no,text,medium,none,1
20.47,3,2,0.426,85.6,1.661,no,video,high,some,1
33.19,3,1,0.9,981.0,1.235,no,text,low,frequent,0
54.81,3,3,0.887,751.7,1.898,no,video,medium,none,1
16.48,1,1,0.99,646.3,1.236,no,image,medium,some,0
24.24,5,1,0.842,299.1,1.361,no,multimodal,medium,none,1
17.65,4,1,0.75,689.2,0.861,no,text,high,none,0
61.69,3,0,0.887,1908.3,1.215,no,image,medium,frequent,0
105.79,3,2,0.58,1198.9,2.429,no,text,low,none,1
13.22,1,2,0.617,400.3,0.9,no,multimodal,medium,none,0
47.18,4,1,0.67,639.4,1.569,yes,text,medium,frequent,0
67.04,7,0,0.899,654.0,1.123,no,image,high,none,1
27.14,2,2,0.543,448.4,0.243,no,text,medium,none,0
8.89,2,0,0.526,165.5,1.629,no,multimodal,high,none,0
73.0,3,2,0.718,405.8,1.072,no,text,low,none,0
8.33,3,1,0.795,791.5,1.51,yes,video,medium,none,0
87.7,5,2,0.568,398.6,1.845,no,text,low,some,1
17.33,1,2,0.787,516.8,1.467,no,image,medium,none,0
7.1,3,0,0.899,1304.9,1.514,no,text,high,none,0
21.76,4,1,0.872,519.2,0.916,yes,video,medium,some,1
31.22,3,1,0.737,544.8,1.703,no,text,medium,none,0
36.37,5,0,0.666,598.2,1.255,no,multimodal,low,none,1
50.0,3,0,0.958,370.1,0.351,yes,image,low,frequent,1
38.83,7,0,0.682,1002.5,1.764,no,video,medium,some,0
100.15,3,0,0.83,197.5,1.916,no,text,low,none,1
30.1,1,2,0.99,368.6,2.091,yes,text,low,none,1
40.36,3,1,0.814,641.9,2.435,no,multimodal,medium,some,1
37.92,4,0,0.52,418.2,1.737,yes,multimodal,medium,none,1
6.21,4,1,0.482,1533.7,1.607,no,video,low,none,0
11.0,3,1,0.632,548.8,1.896,no,multimodal,low,none,0
33.29,1,2,0.794,537.6,0.907,no,text,low,none,0
43.98,5,1,0.751,248.0,0.514,no,multimodal,medium,frequent,1
3.77,5,0,0.99,425.0,1.111,no,image,high,some,1
103.2,5,0,0.75,972.7,1.989,no,multimodal,low,none,1
46.55,1,4,0.628,311.9,1.019,no,video,low,none,1
31.89,1,4,0.499,110.2,1.583,no,text,high,frequent,1
45.03,2,0,0.869,482.9,1.637,no,video,low,none,0
20.74,1,3,0.679,568.2,1.472,no,multimodal,medium,some,0
36.66,1,0,0.439,388.6,0.711,yes,text,low,some,0
41.07,1,4,0.684,1318.0,1.521,yes,image,high,frequent,1
73.58,8,1,0.521,2112.9,1.139,yes,video,medium,none,0
28.05,2,0,0.612,638.8,2.201,yes,text,low,some,0
8.57,2,1,0.681,421.7,1.918,no,text,low,none,0
15.14,2,2,0.535,791.8,1.157,no,multimodal,low,frequent,1
26.31,5,1,0.602,1324.1,2.233,no,multimodal,low,none,0
9.57,2,1,0.561,332.2,1.522,yes,video,low,none,0
13.69,1,2,0.565,937.7,0.514,no,multimodal,medium,none,0
15.26,5,0,0.519,482.5,1.311,yes,text,medium,some,0
24.92,4,0,0.603,1150.6,2.168,yes,text,low,none,0
46.12,6,1,0.537,248.1,0.94,no,text,low,none,0
23.99,5,0,0.774,1434.7,1.316,yes,image,high,some,0
48.36,2,1,0.712,654.1,0.67,no,video,low,none,0
31.91,2,0,0.871,790.1,0.749,no,text,medium,none,0
14.11,0,1,0.982,214.2,0.933,no,image,medium,none,1
41.57,4,2,0.788,208.5,0.736,yes,video,medium,frequent,1
37.01,2,1,0.752,702.5,1.041,no,video,medium,some,0
49.27,2,0,0.798,807.2,2.219,no,video,high,some,1
56.55,2,1,0.755,451.0,1.332,no,video,low,some,0
75.15,1,2,0.688,867.1,1.743,no,multimodal,low,some,1
47.23,6,2,0.675,212.8,1.896,no,video,low,none,0
36.11,4,2,0.517,154.1,0.796,no,multimodal,low,none,1
49.43,6,1,0.814,601.0,0.934,yes,multimodal,low,some,1
22.11,4,0,0.675,205.5,1.733,no,multimodal,low,some,0
20.78,1,1,0.912,113.3,1.033,no,text,medium,none,0
82.1,3,0,0.826,265.7,1.7,yes,video,low,some,1
20.28,5,0,0.58,787.7,2.189,yes,image,high,none,1
15.61,4,2,0.879,644.3,0.622,no,text,low,none,1
47.21,5,1,0.27,1335.3,1.172,no,video,medium,none,0
22.26,2,2,0.989,676.0,1.251,no,text,low,frequent,1
56.15,3,2,0.466,220.5,1.087,no,video,low,none,1
71.46,2,0,0.759,824.8,1.046,no,multimodal,medium,none,0
17.58,3,1,0.748,324.6,1.104,no,image,low,none,0
51.28,2,1,0.86,444.4,1.342,no,multimodal,medium,frequent,1
19.87,4,3,0.627,329.7,1.432,no,multimodal,medium,none,1
26.76,4,2,0.337,193.4,1.827,no,multimodal,medium,none,1
40.2,5,1,0.628,2850.5,1.337,no,text,medium,frequent,0
20.82,3,1,0.645,284.2,1.909,no,multimodal,high,some,1
37.61,3,1,0.352,97.8,1.054,yes,text,low,none,0
28.51,5,0,0.687,894.2,0.749,no,multimodal,high,none,0
57.03,3,1,0.508,71.2,1.198,no,text,low,some,0
57.13,1,0,0.784,485.5,1.581,no,text,medium,none,0
20.9,1,1,0.641,989.4,1.78,no,text,high,none,0
40.87,3,3,0.99,170.5,2.08,yes,video,low,none,1
63.14,5,0,0.639,549.5,1.495,no,multimodal,high,frequent,1
13.48,4,1,0.749,430.2,1.727,no,video,medium,some,0
28.38,2,2,0.646,280.1,2.034,yes,video,high,none,1
39.59,1,1,0.42,1337.9,0.96,no,text,low,none,0
12.96,2,1,0.647,427.2,1.245,no,multimodal,medium,none,0
22.98,7,1,0.801,881.6,2.735,no,image,low,frequent,1
93.35,5,2,0.776,1048.0,1.778,no,multimodal,low,some,0
20.23,4,3,0.633,469.2,1.605,no,multimodal,medium,none,1
22.11,2,1,0.447,224.8,1.797,no,image,medium,some,0
46.84,2,1,0.783,1065.3,0.682,no,image,medium,none,0
11.55,1,1,0.747,486.2,1.027,no,video,medium,none,0
28.86,6,1,0.815,527.6,0.844,no,multimodal,medium,none,0
15.75,3,0,0.636,406.0,1.559,no,video,medium,some,0
37.56,0,0,0.411,1039.0,1.166,yes,multimodal,low,some,0
1.0,5,1,0.765,200.4,1.398,no,multimodal,medium,none,1
33.85,3,2,0.679,532.8,1.194,yes,text,medium,none,0
40.38,6,0,0.903,229.7,0.537,no,video,low,some,1
23.46,4,1,0.685,404.8,1.792,yes,video,low,none,0
24.65,2,0,0.673,1136.8,0.469,no,text,low,none,0
21.19,3,2,0.747,1127.2,0.986,no,multimodal,medium,some,0
28.56,1,1,0.584,455.3,0.692,no,text,low,some,0
82.83,2,1,0.577,675.7,0.91,no,video,medium,none,0
58.25,1,1,0.664,666.2,1.451,yes,video,medium,none,0
28.54,7,0,0.533,230.5,1.968,yes,multimodal,high,some,1
22.98,2,0,0.643,802.2,0.57,no,image,low,none,0
54.55,4,0,0.99,252.7,1.071,yes,video,high,some,1
35.81,0,1,0.847,385.9,0.475,yes,text,medium,some,1
12.67,5,2,0.729,102.3,1.047,no,multimodal,low,some,1
26.05,2,1,0.928,900.5,1.386,no,image,low,none,0
77.06,2,1,0.548,1042.5,1.734,yes,video,low,some,0
45.54,2,1,0.99,693.8,0.291,no,multimodal,low,frequent,1
23.19,4,0,0.606,551.9,1.625,yes,image,low,some,0
7.97,2,0,0.99,369.6,0.864,no,text,low,none,0
37.42,4,2,0.99,916.6,0.742,yes,text,high,frequent,1
32.04,4,1,0.399,1554.4,1.384,no,video,low,none,0
27.87,3,3,0.915,284.2,1.664,yes,text,low,none,1
54.97,2,1,0.635,463.9,1.3,no,text,medium,none,0
45.94,3,1,0.589,218.2,0.803,yes,text,high,none,1
8.26,5,1,0.764,554.2,1.3,no,image,high,none,0
32.18,2,3,0.519,401.4,0.987,no,image,high,some,1
10.44,4,2,0.76,490.4,1.652,no,video,high,none,0
21.48,4,1,0.529,924.9,1.888,yes,video,low,none,1
9.7,2,1,0.708,1109.6,1.856,no,video,medium,some,0
10.04,3,1,0.894,188.4,1.34,no,image,low,none,0
40.78,4,2,0.742,661.2,1.911,yes,multimodal,high,none,1
37.93,6,1,0.622,1341.0,0.84,no,image,low,frequent,0
30.41,3,1,0.767,767.8,2.241,no,multimodal,medium,none,0
19.99,3,1,0.455,235.0,0.837,no,video,low,none,0
9.02,4,0,0.546,1076.2,0.335,no,image,high,none,0
21.56,1,1,0.611,805.9,2.033,no,video,low,some,0
38.06,6,2,0.806,751.2,0.995,no,text,high,none,1
37.43,8,1,0.745,453.6,1.408,yes,multimodal,high,frequent,1
76.0,4,1,0.766,719.1,0.835,no,video,low,some,0
68.85,3,1,0.676,2741.9,2.532,no,text,medium,none,0
31.32,4,2,0.554,84.3,2.261,no,image,low,frequent,0
21.38,7,1,0.918,382.6,2.123,no,video,low,none,1
16.1,2,0,0.568,413.2,1.394,no,text,low,some,0
7.68,5,1,0.747,33.3,1.84,no,text,medium,some,1
11.54,1,1,0.662,1948.7,1.323,yes,multimodal,low,some,0
38.1,5,0,0.77,218.1,1.911,no,image,medium,some,0
48.18,3,1,0.583,205.9,1.145,yes,text,medium,none,1
24.94,2,2,0.848,130.2,2.142,yes,text,low,some,1
130.31,2,3,0.901,379.2,1.12,no,video,low,some,1
11.64,3,2,0.839,748.9,1.176,no,video,low,some,1
6.93,5,0,0.705,522.8,1.117,no,video,low,some,0
128.84,3,0,0.61,247.7,1.446,no,multimodal,high,none,1
8.59,5,4,0.99,720.1,1.156,no,text,low,frequent,1
24.68,2,1,0.521,527.6,1.594,no,text,medium,none,0
17.27,2,0,0.821,1236.8,1.11,no,text,high,none,0
40.15,3,0,0.733,314.2,1.745,no,image,low,none,0
23.24,1,1,0.67,290.1,2.109,no,text,medium,none,0
48.28,3,1,0.71,956.0,1.389,yes,image,high,none,0
55.74,4,0,0.598,210.7,2.459,no,multimodal,medium,none,1
7.61,7,1,0.748,126.0,1.914,yes,text,low,some,1
15.65,4,1,0.731,515.0,2.419,no,multimodal,medium,frequent,1
51.2,2,3,0.99,766.2,1.319,no,multimodal,high,some,1
63.48,4,0,0.851,116.3,0.519,no,image,medium,none,1
35.11,3,2,0.763,1029.2,0.997,no,multimodal,medium,frequent,0
42.29,2,0,0.772,103.9,1.048,no,video,medium,some,1
79.23,0,2,0.974,328.6,0.873,no,image,medium,some,1
23.47,2,1,0.525,525.8,0.252,no,video,low,none,0
34.83,5,1,0.651,1318.0,1.862,no,text,high,some,0
68.91,6,1,0.375,1372.3,0.42,no,image,low,none,0
71.81,3,1,0.769,603.3,1.814,no,multimodal,medium,none,1
28.73,2,2,0.816,375.6,2.443,no,video,low,none,0
16.08,3,3,0.521,394.7,0.961,no,image,medium,some,1
28.49,3,2,0.91,1823.8,1.544,no,video,medium,none,0
30.61,4,1,0.565,1169.7,1.151,yes,multimodal,medium,none,1
15.58,5,1,0.625,697.8,1.764,no,text,low,some,0
17.63,1,0,0.699,617.5,0.753,yes,text,medium,none,0
71.88,2,4,0.935,575.9,1.284,no,text,low,none,1
43.69,3,2,0.543,79.6,1.911,yes,multimodal,low,some,1
24.77,1,1,0.727,17.4,1.326,no,video,medium,frequent,0
12.31,1,1,0.804,442.0,0.536,no,text,high,some,0
17.81,2,1,0.771,187.4,1.971,no,video,high,some,0
6.36,5,1,0.777,623.0,0.702,no,image,medium,none,0
35.79,4,1,0.802,588.9,1.389,no,text,medium,none,0
17.0,1,2,0.591,122.9,1.641,no,multimodal,low,none,1
37.87,3,0,0.95,632.4,1.41,no,video,low,frequent,1
50.83,4,0,0.662,659.3,2.619,no,text,medium,none,0
38.27,2,2,0.641,645.8,1.717,no,multimodal,medium,none,0
22.44,6,1,0.896,317.2,1.249,no,text,medium,some,1
14.9,2,3,0.579,740.4,1.651,no,text,low,none,0
10.73,4,2,0.731,775.4,1.455,no,image,low,none,0
67.28,1,3,0.564,735.6,1.372,no,text,low,some,0
37.08,5,2,0.99,425.3,1.472,no,video,medium,none,1
23.46,2,2,0.99,1439.1,1.133,no,text,low,frequent,0
46.27,1,2,0.662,1242.4,1.456,no,text,low,none,0
60.18,1,0,0.763,552.9,1.097,no,multimodal,medium,none,1
17.29,5,2,0.681,293.4,0.402,no,text,low,none,0
36.28,2,6,0.624,264.5,1.92,no,image,low,none,1
36.81,3,4,0.699,787.3,1.067,yes,text,medium,none,1
77.0,4,0,0.674,161.4,1.421,no,multimodal,low,none,0
23.2,2,0,0.437,827.9,0.97,no,text,medium,none,0
14.44,2,0,0.722,139.3,0.985,no,text,high,none,0
39.21,3,2,0.673,485.7,0.831,no,multimodal,low,none,0
48.96,4,0,0.73,783.2,1.824,no,text,low,none,0
34.15,2,1,0.668,274.8,1.945,no,multimodal,medium,none,0
80.49,0,0,0.622,1015.8,1.363,no,video,medium,none,0
23.14,4,0,0.82,386.2,1.082,no,multimodal,high,none,0
34.77,2,2,0.765,521.6,0.503,no,text,low,frequent,0
8.23,6,0,0.903,62.7,1.748,yes,multimodal,high,none,1
13.74,5,0,0.759,135.2,1.012,yes,text,medium,some,0
17.39,5,2,0.648,69.2,0.791,yes,text,low,none,1
26.24,4,3,0.779,888.3,1.365,no,multimodal,medium,none,1
9.6,4,0,0.363,371.4,1.183,no,text,low,none,0
45.82,3,0,0.99,1086.7,0.591,no,image,low,none,0
16.12,4,2,0.724,40.1,0.66,no,video,low,some,0
115.6,4,0,0.99,716.4,1.518,no,text,low,some,1
16.6,3,0,0.541,62.2,1.022,no,text,medium,none,0
32.19,2,2,0.501,247.3,1.605,no,image,low,none,0
29.28,5,2,0.739,478.9,1.423,no,image,low,some,0
12.73,4,1,0.738,361.7,1.874,yes,video,low,some,1
26.32,4,3,0.734,646.0,0.934,no,video,medium,none,1
26.07,4,0,0.71,315.3,1.466,no,image,high,none,0
55.78,3,2,0.58,437.5,1.669,yes,image,low,none,0
40.26,4,1,0.442,208.2,1.037,no,text,high,none,0
45.35,6,2,0.725,813.2,1.914,no,text,medium,none,1
54.95,1,2,0.475,569.4,0.517,no,text,high,none,0
45.87,1,1,0.46,710.6,0.934,no,video,medium,none,1
36.06,2,2,0.619,508.5,0.498,no,text,medium,none,0
17.26,2,1,0.749,918.6,0.982,no,video,medium,none,0
34.42,2,0,0.99,320.4,1.273,yes,text,medium,none,1
14.64,2,2,0.837,547.1,1.766,no,text,high,some,1
27.87,3,1,0.909,2961.9,1.272,no,text,high,none,0
25.18,3,1,0.785,175.9,1.052,no,image,medium,none,0
26.43,3,0,0.739,1128.4,0.575,no,video,medium,none,0
9.69,5,0,0.99,2130.2,0.743,yes,video,medium,none,0
1.03,5,0,0.468,761.4,1.505,no,multimodal,medium,none,0
21.71,5,2,0.614,23.4,1.791,no,image,medium,none,1
63.8,2,1,0.626,184.6,1.14,no,text,medium,none,0
31.85,2,2,0.823,651.7,1.956,no,multimodal,low,none,1
60.72,3,1,0.523,514.0,0.875,yes,video,high,none,1
14.72,1,2,0.802,1479.9,1.155,no,text,low,none,0
20.87,3,2,0.773,1512.8,1.197,no,text,low,none,0
120.09,0,1,0.81,483.8,2.115,no,image,low,frequent,0
15.5,2,2,0.807,512.7,1.417,no,image,low,none,0
44.74,0,0,0.926,338.2,0.451,no,video,medium,some,0
44.69,3,6,0.672,735.2,1.826,no,text,low,none,1
41.32,4,0,0.765,235.0,2.273,no,multimodal,low,frequent,1
45.14,5,2,0.562,468.5,1.225,no,image,low,none,0
15.31,2,2,0.526,251.1,0.901,no,multimodal,low,none,0
22.55,2,1,0.962,618.9,1.782,no,text,high,some,1
1.59,0,0,0.55,1079.3,2.332,no,video,medium,none,0
78.71,3,0,0.783,138.1,1.774,no,multimodal,low,frequent,1
44.95,4,2,0.765,444.0,0.538,yes,text,medium,none,1
17.4,2,1,0.868,1319.0,1.727,yes,video,medium,some,0
14.86,3,0,0.415,1592.2,1.552,no,text,medium,frequent,0
64.55,1,1,0.823,340.6,0.873,no,image,low,none,1
16.4,7,1,0.671,261.9,1.994,no,multimodal,medium,some,1
17.36,4,1,0.584,12.3,1.569,no,video,low,none,0
12.25,6,4,0.64,1162.2,2.007,no,multimodal,low,some,1
50.92,1,0,0.846,1110.7,0.819,no,text,high,none,0
60.13,3,0,0.797,567.2,1.549,no,multimodal,low,none,0
25.3,3,0,0.66,2286.9,0.902,no,video,low,none,0
60.39,4,0,0.498,513.7,1.474,yes,text,low,none,0
38.88,1,1,0.509,1187.4,2.089,no,multimodal,medium,none,0
11.58,1,1,0.8,357.4,0.637,no,text,low,none,0
74.97,4,1,0.476,429.2,0.665,no,text,low,none,0
12.13,3,1,0.661,649.5,1.828,no,multimodal,low,none,0
26.73,5,0,0.99,253.9,1.343,no,text,low,some,1
25.36,3,0,0.754,969.9,1.936,yes,text,medium,none,0
22.0,3,2,0.799,583.0,0.946,no,text,low,none,0
4.33,3,0,0.51,83.6,1.376,no,multimodal,medium,frequent,0
104.31,0,0,0.484,1206.9,1.694,no,text,low,frequent,0
5.06,3,2,0.807,234.7,1.455,yes,image,high,none,1
78.08,3,0,0.635,256.5,0.456,no,text,medium,none,0
14.42,7,2,0.868,427.0,2.761,no,image,low,none,1
18.78,1,1,0.703,750.0,1.456,no,text,low,none,0
73.08,0,1,0.99,680.5,0.68,no,multimodal,medium,none,1
41.89,2,1,0.604,1487.6,1.507,no,multimodal,medium,frequent,0
8.51,2,5,0.742,655.1,1.565,no,multimodal,low,none,0
8.34,2,0,0.553,125.5,1.847,no,video,low,none,0
37.64,4,1,0.861,206.1,1.814,yes,text,medium,none,1
11.94,2,0,0.766,114.2,1.243,yes,text,low,some,0
43.29,4,3,0.542,112.0,0.489,no,video,low,some,1
46.43,2,4,0.645,386.8,1.581,no,image,low,none,0
15.79,1,0,0.915,1147.2,0.529,no,video,medium,some,0
19.63,2,4,0.896,580.5,1.958,no,text,low,some,1
38.52,3,3,0.47,771.6,0.984,yes,video,low,some,0
15.2,3,0,0.621,958.4,1.667,yes,text,low,none,0
31.88,2,0,0.987,1205.0,1.022,no,image,medium,none,0
124.8,3,2,0.669,281.6,1.104,yes,multimodal,medium,some,1
39.85,6,1,0.725,1093.2,0.95,no,text,medium,none,0
22.24,4,2,0.86,992.9,1.708,no,text,medium,none,1
111.24,5,0,0.483,373.5,1.039,no,text,medium,some,1
53.44,4,1,0.546,265.7,1.734,no,image,medium,some,0
12.2,6,3,0.644,463.6,1.052,no,video,high,none,1
14.36,2,0,0.889,1458.4,1.234,no,multimodal,high,none,0
5.75,1,1,0.859,1190.7,1.368,no,multimodal,low,none,0
38.02,3,1,0.811,370.6,1.427,no,video,medium,none,1
3.45,4,0,0.674,1116.4,0.888,yes,video,low,none,0
111.16,1,1,0.877,864.2,1.702,no,text,low,none,1
24.41,3,1,0.672,754.6,1.214,yes,multimodal,low,none,0
55.72,2,0,0.788,1378.5,1.622,no,video,medium,none,0
22.7,3,0,0.842,673.7,1.342,no,text,high,frequent,1
37.54,2,0,0.967,553.1,1.643,no,multimodal,medium,none,1
27.01,4,1,0.687,66.4,1.144,yes,image,medium,none,0
31.2,5,1,0.638,952.7,0.955,yes,text,low,none,0
67.8,4,0,0.903,246.1,1.563,no,video,high,none,1
90.3,9,0,0.915,211.5,1.103,yes,text,low,none,1
85.73,2,1,0.609,567.9,2.079,no,text,high,some,1
188.28,2,0,0.519,207.1,1.384,no,text,low,some,1
16.66,7,3,0.891,715.7,0.663,no,video,low,none,1
40.21,2,1,0.433,627.1,1.057,no,text,medium,none,0
16.99,3,2,0.425,586.2,0.85,no,text,low,none,0
65.93,2,2,0.653,463.8,1.886,yes,image,low,none,1
12.75,3,0,0.696,931.3,1.737,no,text,medium,none,0
68.59,1,1,0.51,717.8,1.319,no,image,medium,none,0
35.0,6,1,0.715,708.8,1.495,no,image,low,none,0
28.21,3,1,0.723,268.5,1.306,no,text,medium,none,0
30.73,3,2,0.603,498.1,1.78,no,text,medium,some,0
10.76,2,2,0.99,264.6,1.61,yes,text,low,none,0
11.63,1,0,0.749,492.1,1.7,no,image,low,frequent,0
35.46,1,1,0.861,301.5,1.254,no,multimodal,medium,none,1
35.29,5,1,0.447,482.8,1.034,no,text,high,some,0
17.66,6,0,0.446,498.2,1.683,yes,text,low,none,0
24.2,1,2,0.754,482.8,2.126,no,text,medium,some,0
42.66,1,1,0.977,946.0,1.903,no,video,medium,some,0
15.12,0,0,0.518,788.6,2.141,yes,text,medium,none,0
5.03,3,0,0.703,161.7,1.431,yes,video,medium,none,0
80.6,4,1,0.482,443.3,0.865,no,video,medium,frequent,0
37.3,1,1,0.565,585.3,0.909,no,text,low,none,0
20.41,7,1,0.711,290.5,2.04,no,image,high,some,1
16.95,2,0,0.601,627.9,0.419,no,multimodal,medium,some,1
14.99,4,3,0.471,320.7,2.102,no,text,medium,none,1
65.76,5,1,0.468,523.5,0.956,no,video,medium,some,1
9.09,3,1,0.378,240.5,2.312,no,video,low,none,0
40.14,2,1,0.756,480.7,1.315,no,text,medium,none,0
40.11,2,1,0.776,802.9,1.711,no,multimodal,medium,some,0
51.56,3,1,0.775,882.1,2.543,no,text,low,some,0
22.04,2,1,0.535,531.3,1.185,no,text,low,none,0
76.07,3,0,0.841,1881.4,1.177,no,video,medium,none,0
52.62,4,0,0.793,673.7,1.003,yes,multimodal,medium,none,1
21.44,6,1,0.681,900.5,0.849,no,text,medium,some,0
16.28,4,0,0.655,1237.6,1.185,yes,video,low,some,0
27.07,4,0,0.576,295.1,1.073,no,text,medium,none,0
20.86,1,0,0.711,797.3,0.725,yes,video,low,none,0
14.04,2,2,0.939,622.8,1.245,no,image,medium,none,0
31.77,4,1,0.862,817.6,1.575,yes,image,medium,none,0
24.33,2,1,0.639,1040.5,0.902,yes,multimodal,medium,some,0
88.31,3,2,0.766,254.2,1.269,no,video,high,none,1
20.83,3,1,0.504,1830.3,2.053,no,text,low,none,0
16.15,1,2,0.797,549.5,0.64,no,multimodal,low,some,0
30.24,4,1,0.547,410.4,2.316,no,text,medium,none,0
36.45,2,0,0.79,44.0,1.013,no,video,medium,some,0
38.51,3,1,0.99,1182.6,1.45,no,video,medium,none,0
38.24,2,0,0.589,992.0,1.99,no,multimodal,high,none,0
31.02,5,2,0.99,455.3,2.142,no,image,medium,some,1
29.34,1,1,0.759,88.7,1.585,no,video,low,some,0
46.62,3,1,0.56,566.8,1.003,yes,video,low,some,0
12.93,5,0,0.553,144.4,0.959,no,image,high,none,0
16.25,3,0,0.99,1101.9,1.063,no,multimodal,low,none,0
6.94,3,1,0.759,444.1,2.295,yes,text,medium,some,1
13.12,2,0,0.589,235.3,1.158,yes,text,high,none,1
61.43,3,1,0.647,640.3,1.512,no,video,medium,none,0
45.24,5,2,0.749,709.6,0.828,no,text,low,none,0
96.13,2,3,0.679,770.7,0.772,no,multimodal,medium,none,1
81.38,5,1,0.735,248.9,1.363,no,text,low,none,1
45.52,1,1,0.964,1034.7,1.188,no,image,high,frequent,0
33.66,3,0,0.5,452.4,1.224,no,video,medium,none,0
30.68,2,0,0.783,62.0,0.61,no,multimodal,medium,none,0
3.19,6,0,0.668,494.4,1.313,no,video,low,some,0
28.15,2,1,0.6,489.5,2.125,no,text,low,frequent,0
18.77,1,1,0.852,482.7,0.923,no,text,low,some,0
13.66,4,1,0.446,649.8,1.799,no,multimodal,medium,some,0
40.49,2,2,0.301,1576.0,0.2,yes,multimodal,medium,frequent,0
25.6,6,1,0.716,505.6,0.949,no,video,high,none,1
32.11,0,0,0.658,553.5,0.395,no,video,low,some,0
11.9,2,2,0.464,341.5,1.968,no,image,low,none,0
54.2,3,2,0.406,504.6,1.789,no,image,medium,none,0
20.75,3,0,0.989,782.7,0.833,no,image,medium,none,0
38.96,7,1,0.754,795.8,1.495,no,text,medium,none,0
22.2,4,1,0.683,1302.0,1.951,no,text,low,some,0
2.48,5,0,0.99,81.6,2.029,yes,video,low,some,1
41.67,4,0,0.844,958.4,1.147,no,image,medium,none,0
26.92,4,0,0.963,862.2,0.246,no,text,high,some,0
6.43,1,0,0.491,125.7,0.901,no,multimodal,medium,some,0
10.58,2,0,0.485,1283.2,1.733,no,text,medium,none,0
55.3,0,0,0.779,154.6,2.399,no,video,medium,some,0
6.78,5,2,0.746,798.0,1.323,yes,multimodal,medium,none,1
20.31,3,1,0.88,64.6,1.047,no,multimodal,medium,none,1
101.68,1,2,0.419,233.5,2.55,yes,multimodal,low,none,1
42.44,5,0,0.793,814.9,1.553,no,multimodal,low,frequent,1
50.11,5,1,0.838,839.1,0.736,no,image,high,none,1
23.89,4,0,0.83,468.2,1.291,no,video,high,none,1
5.84,0,2,0.615,1365.6,1.85,no,multimodal,medium,none,0
34.44,2,2,0.763,801.8,1.315,no,image,low,some,0
11.31,2,2,0.556,1052.8,1.747,no,video,medium,frequent,0
10.29,1,0,0.633,484.8,0.547,no,text,low,none,0
31.56,3,0,0.513,203.2,0.633,no,video,low,some,0
12.07,3,2,0.559,201.2,0.983,no,text,medium,none,0
28.89,2,1,0.641,404.6,1.209,no,video,medium,none,0
16.72,3,2,0.601,243.2,1.517,no,image,low,none,0
28.13,5,0,0.559,228.4,1.668,no,text,medium,none,0
